Industry,Gig_Worker_Percentage,Revenue_Growth,Cost_Savings,Employee_Turnover,Gig_Dependency_Level,Gig_Satisfaction_Score,Policy_Support_Level,Collaboration_Level,Impact_on_Company
Retail,40.9558732916755,6.510682810988017,12.618953018436233,10.503965543879449,2,4,5,4,1
Logistics,75.07896749485082,12.059590649820823,16.493216226775836,11.676514060003683,2,3,4,2,0
Finance,44.41687808728045,8.03347031296703,11.316476793621609,13.863796318386544,4,2,1,5,1
Logistics,9.021592958656932,3.705541704534148,3.4521011395849,10.082920417383384,4,2,1,5,1
Logistics,33.6129422028087,7.958846302582536,10.963581365676488,4.207990556937425,5,1,3,4,1
Tech,27.22543593844661,6.023113944178419,12.739214012488898,9.996226384855895,3,4,5,2,1
Tech,68.0938380224635,10.260642250515135,16.697708440370928,12.875281512031412,4,4,3,5,1
Finance,42.55316448008833,8.40761473176994,11.613759812824288,8.317527514100702,3,4,5,2,1
Healthcare,87.24265429904186,12.977996101822145,16.978022461133143,6.33436314746156,2,1,4,4,0
Tech,64.13244410671577,11.083642573869424,15.03937131309801,7.735181532679734,2,2,4,4,0
Retail,76.26724239765541,10.37816879705454,17.268960063827322,7.013164641010604,3,5,3,2,1
Tech,2.4222338418137035,3.8416204645891523,8.940191623733927,16.396341846792094,3,4,2,5,1
Healthcare,77.75750270390502,10.695372812690252,17.812852399806,6.8349236298515885,5,4,1,3,1
Retail,54.723192071166494,5.394621367244693,14.462445207525631,14.633973581188734,2,5,1,2,0
Healthcare,23.862594871260534,4.914632352666242,9.774456798799802,13.94357470212416,1,5,4,2,0
Healthcare,97.90694033834728,11.31388731299662,18.567472045025433,16.37930775520418,1,1,3,2,0
Healthcare,27.87280433353797,5.119601311952088,9.970278816793197,8.190675909389222,3,3,4,2,0
Healthcare,43.256449926843146,6.7193410110469,13.32277568279162,14.809063161253407,5,3,1,1,0
Healthcare,60.00274026791299,10.43612103546896,12.834075183273239,13.35406013116254,2,2,3,4,0
Finance,61.88901169800791,10.179910354619027,15.478837575122162,12.18856745602341,3,5,4,2,1
Healthcare,43.90706147419395,6.810836898292373,11.784162607670787,11.627113165761735,3,2,5,5,1
Healthcare,6.962253822526709,4.727431237696335,7.075399747511199,10.770438990906868,3,3,4,1,0
Finance,80.20327310663683,10.136064725167516,15.534178642110849,11.753497165938212,5,3,1,1,0
Tech,9.121427875264976,4.311450085727234,7.859893319968668,14.399608470135673,1,3,2,2,0
Logistics,39.76498583230128,6.43805640246772,12.602976933383555,6.178848019473066,5,2,4,5,1
Logistics,68.69099786832132,9.04494245367518,13.150930560424435,13.780786250006312,4,5,5,2,1
Retail,65.78635056049697,11.846431803997167,14.325145997257415,10.396169772108994,3,5,3,1,1
Retail,1.3980791839511841,3.2498423976663693,7.301823135946102,3.6327925208975205,5,4,5,4,1
Logistics,72.59034642648929,10.988539243430465,16.949417748752772,16.49154854577945,4,4,4,5,1
Tech,12.807850898487928,3.5312859263049323,8.568292874507353,12.572166060624998,1,5,4,5,1
Healthcare,19.096889775924943,5.743245828447193,9.251126884071896,13.952788887894688,5,5,1,5,1
Finance,28.886972942928768,5.350037557257016,12.817946768651279,18.81678253292666,2,4,3,1,0
Finance,46.48724439193727,5.25306374616407,13.624359775137089,9.45462291178595,1,4,2,2,0
Finance,57.69716547767951,10.42333989341441,13.804639950561334,10.830507085226914,3,4,5,5,1
Retail,67.63168034302147,9.95383011597514,17.780728360541247,11.060196930308752,2,3,2,1,0
Finance,44.315227345490015,5.682934125799051,13.082251453990148,11.043264811123384,3,4,2,2,0
Tech,3.8184952679548023,4.995606859187567,9.53798869141388,10.219397858048067,5,1,4,5,1
Tech,50.721368167808976,9.224061705990916,14.513431579549566,14.161379832101384,3,3,4,5,1
Logistics,32.91092810627322,6.94901072918032,11.771648723949317,2.160454022715472,5,1,1,5,0
Healthcare,34.40407886147278,6.86812433273942,13.544253486483218,11.067490810827444,1,2,3,5,0
Logistics,90.01391686098242,9.648027833846095,17.055135896346442,9.51336027279691,4,3,2,5,1
Healthcare,39.0487361968095,5.7310855911403795,9.696979710664902,13.17261219383226,3,5,5,2,1
Healthcare,50.7160590925821,8.539023620027315,12.014615696929848,6.7565101649185575,3,1,5,2,0
Finance,0.19620183109553269,6.071891225309028,9.864657732484801,15.290554485356527,3,2,5,1,0
Tech,10.673668201459751,5.935203769061955,7.383965941827067,11.31061868495918,1,2,2,3,0
Finance,64.86897845498886,9.42950040576769,13.962974264140326,16.70344474078562,3,1,4,1,0
Tech,89.66481634550445,8.818278541636843,16.91758899262234,2.2301491151078423,2,4,2,2,0
Tech,84.79505747274158,12.720101652655789,16.960901997149094,8.188480365602306,2,3,2,5,0
Retail,36.87868398948434,7.632511916768513,12.203282819777876,14.243923810763208,2,2,1,2,0
Tech,43.62692800425892,11.64427099267044,14.49206577857374,10.675845801067902,4,5,1,2,1
Logistics,12.796146160182575,6.113529286819704,7.815247306147874,8.719171784372588,4,2,1,5,1
Finance,11.185994634632246,2.6914079038476872,7.648788755287978,8.805956599117575,5,1,1,5,0
Healthcare,93.95404510306183,11.720080386000607,18.297477243827654,12.367179507334788,2,4,3,4,1
Healthcare,17.059866942746005,3.349615225596988,10.257339819747594,16.508518710758885,4,4,4,2,1
Retail,92.15645757373447,14.755758527593093,20.619728262129275,11.167833440879498,3,1,3,1,0
Tech,76.99082991798728,12.473709334791568,16.112617125921354,12.539588818435261,2,5,1,3,0
Logistics,39.92753840155772,8.862484091009025,10.419067302858856,12.109673061875796,2,1,1,3,0
Finance,62.78142966875448,9.278087041123339,15.587710710273,10.617857106749454,4,3,4,1,0
Finance,54.477559567202384,6.937601144648113,9.982294618050709,15.005532863667197,3,1,2,4,0
Retail,75.64838490999165,11.925443050755804,18.32471233744952,19.15506831893865,5,4,2,1,1
Retail,12.019154144553868,5.30016766377071,9.163200636986852,10.013562856611237,4,1,2,4,1
Finance,4.561196412363621,4.605944262579719,11.563573579573188,14.956297480579869,1,1,5,1,0
Logistics,89.5327179943911,10.511313827009742,17.627993754768358,15.002286305828722,3,2,4,1,0
Logistics,4.01350504349427,2.5965094815552177,9.654041829072822,10.56013830523173,5,5,5,1,1
Healthcare,84.45563757121603,9.733956588936337,15.248278729764406,9.369075515950623,1,5,5,1,0
Tech,42.447556107070724,9.303327130102277,13.279159760139644,14.848477756584172,5,5,3,5,1
Finance,13.295227076596694,6.053213115229565,8.20372090989317,11.402070936376795,5,4,5,5,1
Tech,13.470076046595613,6.1063943475152485,5.933903624068543,15.214623636850142,5,2,2,3,0
Finance,61.137793866013176,4.8869541306323345,14.422450858579161,13.149479981924816,4,4,1,1,0
Retail,63.30212195380185,11.778001025879522,12.177964051007596,9.689121663791056,1,3,4,2,0
Healthcare,68.39803325601895,14.200499956761778,14.684985696696591,10.22711957776663,5,2,4,5,1
Finance,79.75372605818765,11.114511111519564,21.40148676471315,14.553845362509614,1,4,5,5,1
Tech,22.72480911839545,2.731123395019277,10.246698417632318,19.965649035811463,3,1,4,1,0
Retail,29.020049550655745,5.5085174332853395,11.299683204574746,16.388733002045896,2,2,5,5,1
Retail,57.96748278319775,11.278976723983904,15.378012601524532,11.80311534946412,5,1,2,1,0
Finance,97.34026089283562,12.92079230590674,20.00624086207069,12.347313106658339,5,3,5,4,1
Healthcare,44.097862782950806,7.936330027837752,11.04270508073311,14.161994925779696,2,3,5,5,1
Healthcare,2.2016115667118585,1.5713833679809797,9.578906770579522,10.04171933489631,5,2,4,2,0
Retail,77.01116522302854,11.667901309277712,18.82769500101274,17.432574392909142,2,5,1,4,1
Tech,41.02053449726214,7.952681182228098,10.64391769399414,10.221403601906344,1,2,4,1,0
Finance,59.00074033035195,11.244275388085489,14.067370144790964,4.235814082228739,2,2,1,1,0
Healthcare,77.04139868674086,10.982253345428774,16.488580245476776,8.729788457430624,4,2,4,1,1
Tech,32.96948867050518,6.652108082879639,9.682343318293823,17.376832603854314,3,4,4,4,1
Tech,72.34464920450704,9.545063538106923,14.882289525395176,12.4036628832739,3,2,5,3,1
Retail,34.49620847592322,6.745906132335339,13.321556432820318,11.663512299618324,1,4,3,1,0
Finance,12.230431629372385,2.472672438832438,9.479830378262829,3.3103910028403605,5,2,5,3,1
Tech,95.8554007949528,11.836353806797913,18.143390910152135,15.778063381371526,3,2,5,1,0
Finance,54.68708875016044,10.07834804680448,13.222100083481795,11.73227503264576,2,1,5,1,0
Logistics,74.89796332938272,10.257733980598134,13.315201125306274,11.185448681796192,3,2,2,3,0
Healthcare,35.314659266085904,6.028670142163991,9.956855844135854,8.50730084829767,5,5,3,2,1
Logistics,1.8949155344809454,2.7602662062273966,7.168770490966405,12.806497854625315,4,5,2,2,0
Retail,82.69768772209473,13.157631190845255,18.684478034118133,13.69236801525013,4,4,1,1,0
Retail,10.671764855245891,3.3904690464819427,9.19135251932379,13.528486439536634,5,5,4,2,1
Finance,79.33600122366799,11.75737915945631,15.524951882607311,17.59030474329825,3,5,3,1,1
Retail,22.558024724562607,7.8759664475377225,11.109536504988377,6.792857194949496,4,3,5,3,1
Retail,63.271030996619274,10.05317162892741,14.270266614061438,13.399589830473646,3,4,4,4,1
Retail,50.64575454452288,10.595267381293112,14.927985669965526,9.515589610158704,5,5,2,3,1
Logistics,24.88315556658831,5.118057584773738,10.935285021375595,10.723937565506251,5,4,1,4,1
Logistics,13.23729594025026,5.176731946987718,8.472890887873776,6.780432822300212,1,1,3,3,0
Logistics,2.7792789967078013,2.4248597582316944,8.296211600580168,8.437614925888578,4,1,5,4,1
Finance,4.56757385663532,2.044045356280836,5.708873183982274,13.388215391359793,5,3,2,2,0
Healthcare,21.74168342552567,6.732380766546063,7.757519365772477,13.057992350997923,5,4,4,5,1
Finance,38.73584897079607,6.024854539463555,10.50948932328616,15.115990170118117,2,2,2,4,0
Logistics,47.10674777451407,9.857673038819792,11.584664188133688,15.430246960891191,3,5,5,1,1
Finance,98.77295553064411,12.523060639659528,17.60477191597048,6.217411924007218,2,2,4,4,1
Logistics,35.917265055930024,8.483979318126257,13.4025311538686,11.330048637938972,2,2,4,5,1
Tech,80.82443270814872,12.147986343277454,16.939526057599423,11.641650449473854,3,5,5,3,1
Retail,35.69173695931636,6.242629609985722,10.055466452900204,8.91874066961233,1,5,3,2,0
Tech,67.66279428063,11.421976315352058,14.62064867174355,12.446647825706384,3,3,1,4,0
Retail,57.84324380201994,7.438175409456745,13.942500790635087,12.647280458723877,2,2,1,1,0
Tech,80.43585113363324,14.27579069422327,19.245216103885106,5.101022517248169,5,5,2,3,1
Healthcare,70.94027697193313,9.519323852871743,17.252382997299662,8.264881945455217,2,2,3,3,0
Retail,37.16276184384021,7.427199075162593,13.8382065689026,9.859420319996595,3,1,1,5,0
Healthcare,94.61369177232423,12.395700940099786,18.840970156833354,20.23552225505585,5,1,3,3,1
Healthcare,29.78644872250884,5.554257673028353,9.14525256068973,17.91872780336853,2,3,5,4,1
Logistics,12.960874095416475,3.9865838991516505,9.582568360359687,10.130669600837773,5,5,4,1,1
Logistics,3.1567496409881324,4.307361046420859,6.897810880857057,4.932306487237497,2,4,5,5,1
Healthcare,34.082202218634514,5.876322550696269,12.147139956883674,9.888290076965866,2,3,5,2,0
Finance,74.73245684517227,11.2808680039048,17.256259354782106,10.492635747480628,5,4,5,4,1
Retail,10.112205421490394,3.125076662100615,4.291430353259802,9.7254503206189,1,2,1,5,0
Tech,65.0619304402196,12.174169172376743,14.54639491080538,15.662524975414142,5,1,3,5,1
Healthcare,71.25255868765638,10.81688028403594,16.659834640606384,11.922116022370599,1,5,2,2,0
Finance,43.57706479092233,5.454897693900606,11.798881573649899,16.35617857383226,1,5,1,4,0
Logistics,39.21281469692723,7.422728776749466,9.664219264149855,5.10938490515089,5,1,2,4,1
Tech,49.46851488165819,8.94784229189001,14.651914127454969,8.331382456262325,5,4,4,5,1
Finance,56.92864780961342,10.413928275854849,15.513828020950848,7.217420182178695,2,5,5,1,1
Finance,5.833327228480167,5.412451655314709,7.528479901563709,16.919342221192906,2,2,3,3,0
Logistics,48.56802207195386,9.77208911067972,10.646778907159819,13.896975276574219,5,4,2,4,1
Finance,91.0416047983988,11.90154599309374,14.926632676439027,18.929018077584256,2,5,5,1,1
Healthcare,87.45020922826777,10.685571431933033,19.393801242079487,9.379050573008197,1,2,3,4,0
Retail,49.91797565084659,10.536302899558141,14.546395213597828,13.338904039632334,1,5,4,5,1
Tech,97.4499883262783,14.28330110589846,19.45643115910488,14.730630685617852,4,5,3,4,1
Tech,99.0384177698219,13.305933390535317,19.782894433329606,8.446753282464538,3,4,4,2,1
Finance,35.32072474204635,7.033471092625595,13.3219794950314,17.34039134800492,5,2,3,5,1
Retail,1.652272978652658,2.093796740762171,6.518261514596695,13.322715045174947,3,1,5,2,0
Retail,82.19863276857211,10.50974245004672,18.40745065715052,13.337690326307584,4,4,3,2,1
Finance,77.15701704845335,11.849863442219934,17.720131041691804,14.534703790794467,4,2,1,2,0
Tech,70.765438311812,10.798752149701787,18.56176814215921,12.550114133284184,1,2,1,3,0
Logistics,96.98723390242687,12.671608088947263,19.362408129981766,12.055956424343817,3,1,4,2,0
Logistics,22.1533005535813,3.574670999333241,8.787277243636002,17.057945788744252,2,5,3,4,1
Logistics,21.40178672380062,5.493699794029667,6.52043612658502,8.757495882495883,5,4,2,4,1
Finance,73.74870861661496,10.130606914842465,14.278443677548564,14.949476688543431,2,2,1,2,0
Tech,74.9038655313639,11.862100283263425,15.112360896680984,10.792398264059216,4,4,2,2,1
Finance,71.97258356007086,12.639234875757413,14.407808321450654,15.491159708625712,3,2,2,3,0
Logistics,46.77897704725416,8.805838067920611,12.90040943540704,2.0602420295438972,5,2,2,4,1
Tech,50.353262589670265,7.794163012661111,12.060992968271249,14.166796293308657,3,2,5,4,1
Healthcare,47.31732580213538,7.738655191809803,12.141719183902168,12.298640198538791,3,1,2,1,0
Healthcare,96.78378051021137,13.084168034488963,17.7360135483139,9.384996107499239,4,1,5,1,0
Healthcare,95.34962415609417,15.201556404025668,20.876465365482975,14.335990478638076,3,4,4,2,1
Logistics,17.064358875210527,8.791213120733836,8.909468124830017,18.166982324931425,5,3,2,1,0
Logistics,2.2139162942145907,2.6031734201733947,6.893401466885275,7.679179459830627,5,1,1,3,0
Tech,19.44624877322815,7.224656427133867,10.124784988196954,13.416664727253107,4,1,4,1,0
Tech,74.3842245483597,13.034927578444254,19.153036569566776,10.635185299248814,1,5,2,5,1
Finance,89.66859895058708,11.113058566048093,15.919901012894805,14.574005777646967,3,1,1,1,0
Finance,6.900483920040202,4.035728155446639,7.445832557174447,17.079594832673994,4,4,2,2,0
Healthcare,12.03647617802297,2.9095002390884046,7.570063502812553,8.01141532668612,1,1,4,4,0
Finance,1.3890134966268008,4.484589888188059,9.038571320533876,18.164903208481547,2,3,1,4,0
Logistics,83.84826905658241,12.966745513399518,17.530596383167936,8.000941391573967,2,1,5,1,0
Logistics,58.91829926120627,9.37693484701792,14.017961699802171,13.27239957794937,2,2,1,1,0
Retail,56.5156572577808,11.02768903226074,13.468205846565596,10.290292123292632,2,5,2,1,0
Retail,20.37032916565763,2.310569667452196,10.132447043903177,15.225166951799821,1,5,3,3,0
Tech,56.10144530299323,8.142137404811347,14.142170073262847,11.975194828142257,2,1,1,2,0
Logistics,18.08580165800533,5.028351284543979,8.645379964815856,11.488797198902976,1,4,5,5,1
Finance,40.88114123923153,6.619412732827652,10.966013049213453,9.872183590857631,4,1,2,2,0
Retail,45.516738531110015,9.177984675357202,8.308419018513494,11.037792379654501,5,3,5,2,1
Finance,14.178451039783935,5.900003913723097,9.665417104361909,15.11924627638353,4,3,5,3,1
Retail,54.24501591012509,7.966120140404695,14.350151614226851,15.18768912938557,5,1,5,3,1
Retail,97.26687900335762,14.76498189548718,17.571708399958677,15.35686509796175,3,1,5,4,1
Finance,72.68820563185973,10.407257477691143,16.810099076916565,13.169810682438207,5,4,3,4,1
Healthcare,99.48498070617926,11.12491626777676,18.04076443785311,12.734085683781366,1,5,2,3,1
Tech,23.864969023285376,4.359176938579484,12.609970072083717,14.841184052072958,3,4,2,1,0
Logistics,5.0397794243381755,3.8712803042646744,9.24651209401143,11.949014503643488,1,4,5,2,0
Finance,23.69358794224824,6.738915274314483,14.092580283079265,12.04257382959553,4,1,3,5,1
Finance,68.41202707058788,12.071586262095071,14.92263739061913,9.384810774161956,5,2,2,2,0
Finance,30.299093066435468,6.650141919118614,10.72547813259185,12.436618599620527,5,3,1,4,1
Finance,28.350790670647687,6.242522645353029,11.06987733704131,22.32101372310442,4,1,1,5,0
Tech,4.0075996842827255,4.485586463480089,8.390136938612729,2.562546517862208,3,3,4,5,1
Healthcare,29.57239049516747,7.304108993718565,10.137391309812589,8.574648997768673,1,5,2,2,0
Finance,62.911314348043035,8.366023828028862,13.656414981369512,15.651433437570306,1,3,5,4,0
Tech,6.322433925063365,3.6985902735012064,7.545952554842812,13.062941773180455,2,1,5,3,0
Healthcare,90.08369802823235,14.101960695857693,18.60276378383465,10.958094585009107,1,3,3,1,0
Tech,78.40332361831295,11.293380461056309,18.037239304785913,10.743887393266432,1,4,2,3,0
Logistics,71.38909630740325,8.508040594162331,16.227901932076268,13.606631513527196,1,2,5,5,1
Finance,37.39702592773326,5.48947451581242,11.242908287238041,18.333763723175323,5,1,3,1,0
Retail,43.56198127699494,4.833567441159821,11.159179923632188,10.805723427237513,5,4,1,4,1
Finance,82.83690072301977,9.15077219468488,19.314413859923693,11.288321587360159,2,2,1,5,0
Healthcare,44.031297575190564,9.646364771382054,9.719153064215845,3.648276660000126,1,4,5,5,1
Healthcare,45.06234145701252,5.647328543289064,12.330985015989242,3.6606887214363226,1,5,1,5,0
Finance,55.43919783669155,10.07463529705467,13.518498993818183,6.782276189944048,1,4,2,5,1
Finance,73.93361958960008,11.076387333044192,17.187352901283553,9.621295250857,4,5,2,2,1
Finance,20.53036226788101,9.202859635116907,8.752384461990937,10.009647757514372,3,2,1,1,0
Retail,77.78924758331542,9.830344336393532,17.33505071487682,7.846429710479537,3,1,5,5,1
Logistics,79.57176014661003,11.448107065721501,16.13885800199729,17.842492562782457,2,2,4,3,0
Logistics,20.50842246663046,4.75484444580089,7.915519846243928,18.17758806805419,3,1,2,4,0
Tech,4.5920056091263035,1.2674054897169742,6.405056487808556,15.629776722506861,4,3,4,2,0
Finance,69.92019292459442,10.623773263201938,13.002314688846562,6.681443030582641,5,2,5,3,1
Logistics,15.060027342759275,4.695223728824068,9.380483503589142,13.998463190645365,1,5,2,1,0
Retail,92.12711826193035,12.9151313817706,15.25710001150314,10.179638083786145,4,1,3,2,0
Finance,55.241046686800864,8.924676944002691,15.880629216197136,12.623475511730874,1,5,2,2,0
Finance,51.209695745513386,9.156550687613176,15.446305658644079,12.960664411903311,1,4,5,4,1
Retail,3.0502777419315397,5.535312210562976,7.336975297519507,10.006114735401272,5,3,1,4,1
Retail,0.10271386107850722,2.583411148930264,6.36859756960463,12.093796561579401,2,1,3,4,0
Logistics,92.28731744878907,17.080025563477378,16.51779854553459,17.014817789583095,3,4,1,4,1
Finance,14.725446191863945,2.640398239937412,9.838295061198954,18.01221035600873,1,1,4,3,0
Finance,22.099815752363515,4.9370563600205495,11.097286549741868,7.7921870592453235,3,2,4,4,1
Healthcare,50.111811733108645,6.6921848552051415,13.616188981023713,9.601729410767064,3,3,3,2,0
Finance,88.43861674538583,11.789999835980318,18.381628309891962,6.84468828000112,5,5,3,5,1
Retail,80.01313608829285,10.421891075680003,15.192870487476007,11.898605938865389,3,4,2,1,1
Tech,17.250555719522975,4.8624743125814165,6.356557816584203,8.85774055650975,1,1,3,4,0
Finance,71.12071607340226,11.340540230467925,14.522202223500058,13.761591132872413,5,3,3,5,1
Tech,62.0381949765632,9.398397488050307,17.44408195992703,10.75604747162361,4,3,5,1,1
Healthcare,51.57361044143699,6.507660856261886,12.842933638081997,16.63002420278974,4,1,3,1,0
Finance,32.270187073893574,8.497864755192236,11.80675857691542,7.430841824274902,5,5,4,5,1
Logistics,32.19938963267649,7.618472175398271,10.752126106716261,10.135919857145998,4,3,5,1,1
Retail,50.83470960136365,8.81295148805702,16.46053782505835,12.540557628540967,5,4,3,3,1
Tech,51.099184997991784,12.858118780861112,11.5122892443156,14.316622863494805,5,4,5,3,1
Tech,13.190393883080088,3.4519786220125486,10.567352706825867,14.175598685103983,3,3,2,5,1
Retail,17.343037025555763,6.015396434009327,10.685864603455121,14.769487737763711,1,4,5,4,1
Logistics,74.61892924643136,11.255152016164663,16.62375954353343,15.321182817069985,2,2,2,2,0
Logistics,57.67897084972363,7.735236859992747,14.005521664768956,9.725462619420858,3,1,3,5,1
Retail,98.54753990044323,13.1343370810319,18.037851969074563,13.775795487360142,5,1,1,1,0
Healthcare,1.6305901786504817,2.4633822992204797,8.580410828549017,6.5610454906232265,1,3,4,4,0
Healthcare,7.478230512642437,3.8349134645198215,7.680002827092513,18.544310348044377,1,5,2,5,1
Finance,71.84062776983599,12.130473784803907,15.667143291890705,12.265462558429707,5,2,3,5,1
Finance,42.959356422019404,5.3575162544575,11.086386890102071,10.038495927328462,1,3,5,2,0
Retail,35.016153196803266,4.5148047620514,11.447241845133611,10.644393554537684,4,4,4,2,1
Finance,33.399941995001484,4.059926718636243,8.474684461334105,8.983099847444487,1,1,3,1,0
Retail,35.70982301557881,6.228022730262898,12.136416097226105,12.327648376649185,2,4,1,4,0
Healthcare,68.4722537221332,10.129789610901417,14.33048440287757,11.42573751963624,5,2,3,4,1
Logistics,50.608719277853034,9.271619767325813,13.021904939112007,11.69836047453083,5,4,5,1,1
Tech,77.63674617990559,10.809344056835744,16.24620779247236,11.564060480553621,3,5,1,5,1
Retail,73.82189055403423,13.107410252580193,13.860490957936094,2.4513120472550174,1,4,1,4,0
Retail,40.26410850864478,7.472544287047936,13.779971660470261,13.510227928260901,1,2,3,1,0
Logistics,42.92558745958369,6.346175205515831,11.713648050741575,12.592807212946681,1,3,3,4,0
Finance,87.27304840603496,12.525873891220602,14.872262452346314,15.902690704512622,1,3,4,3,0
Finance,87.9577474034327,12.586632991501187,18.14044578546136,13.599753457207921,2,2,4,3,1
Retail,41.55599944371422,5.650967122245103,12.703286117913203,11.36908130668314,4,3,1,2,0
Finance,77.54957516360781,9.469092314590503,16.792145318891023,8.623378549435847,5,5,1,3,1
Finance,87.17585297993377,11.933938840802334,18.137148525793428,12.344157711559202,4,2,5,1,1
Healthcare,8.68364204400115,2.904637857066762,7.40484998598381,9.025901572782539,5,1,5,1,0
Finance,56.894265106627515,12.76652232082947,15.298762655930568,8.8898149908505,5,3,3,3,1
Healthcare,58.68099726353311,9.6383394358456,13.474060088415003,9.1327738485992,4,4,4,5,1
Retail,7.020081455795168,4.461850913924721,7.74484109517131,19.267178863179407,3,5,2,3,0
Healthcare,75.75053009554765,10.643364247434313,18.820519520050105,12.705421641723534,2,1,5,5,1
Tech,73.16991899547214,11.897482438839821,15.372557333196701,8.781122812313154,5,1,5,3,1
Finance,20.292588570198824,3.94287374282141,10.572384226823504,17.509297144268327,1,5,5,2,0
Healthcare,14.61493054814592,5.03871372188548,9.742291651449703,7.520472082224423,1,5,4,3,0
Finance,78.23484442285039,13.096906415079435,13.61688112236908,6.469091468054927,5,1,4,3,1
Healthcare,30.044537955002248,8.155015773707426,11.224358176697741,4.5514902838459195,4,4,2,5,1
Retail,40.502149582763025,5.129026750298932,12.118144271996425,16.588042306573996,1,4,5,3,1
Retail,7.882799711020116,2.7652827148415677,8.005060656220941,8.503157755798256,2,1,2,1,0
Healthcare,70.47767291149508,8.117360753520622,18.39163762463263,14.357589926725806,2,1,3,2,0
Tech,15.978556211357041,4.790524590019371,5.9358338447319605,16.091240077870335,2,4,5,4,1
Healthcare,98.34151152664279,15.645455765945231,18.228422827886682,11.975909025937511,5,5,4,4,1
Retail,12.61099813368064,6.230993078322157,7.722033852657946,9.292859297260241,1,1,1,2,0
Healthcare,39.18971659871227,6.037296792961788,12.202194715319798,11.968526904127666,1,3,5,3,0
Finance,3.6110111982192827,4.798024101581941,6.795359855484901,16.579020957626327,2,2,3,1,0
Logistics,83.97840356173904,14.068899868840429,18.41967787822017,9.948099531889506,3,2,5,1,1
Healthcare,69.20306951531133,7.578989219352659,16.768902749141375,2.852087551585935,5,1,4,2,0
Finance,94.09354761253144,11.23454251085156,19.116847512172807,4.675463705583108,4,5,5,3,1
Retail,73.99312514704081,9.91324473795977,16.914969312041507,16.017038587460988,4,1,2,5,0
Tech,21.968762542948173,3.807313417095041,7.370521362100539,10.708799824534129,4,4,1,3,0
Finance,80.03866965598392,13.215641193473994,14.711781689729113,13.291542291161146,3,5,5,4,1
Healthcare,84.25270512876104,10.101441283390685,16.176059024404363,11.733487219974698,2,3,5,5,1
Healthcare,1.912635062373036,3.0776253396432582,8.303172515697295,8.952435319195484,3,2,2,2,0
Finance,28.07754072602432,5.8282972116528295,10.630625353509311,20.177132007849167,2,2,4,2,0
Retail,74.66651727668186,10.950640978235805,15.323239745337032,9.001509896422816,3,1,1,5,1
Tech,46.607484153497445,8.977523583909427,14.140908948111614,14.555476505606428,5,4,2,5,1
Tech,9.540343420515862,3.616423791366553,11.592137085199287,10.929725151448146,3,1,1,2,0
Tech,25.73979790803852,8.731327119209602,12.890006923316301,6.976456693803874,5,3,2,4,1
Logistics,52.04834143905484,10.095876700530665,14.525093637840273,11.27772442989177,4,2,3,4,1
Logistics,61.6440142467654,11.907407982894272,15.465209406989437,13.611343096759747,3,1,2,1,0
Tech,21.08933921274523,4.570745399243188,7.457856242238947,9.392035187806108,3,5,1,3,0
Finance,69.33970262725346,11.1147293287744,13.464256422868331,10.875069487405849,5,2,4,2,1
Finance,68.74086660798949,6.999556477681706,11.108131724476655,17.67119666471308,2,2,1,4,0
Healthcare,50.86089476366661,7.77649926148932,14.251535180266702,16.458977579482287,4,3,4,2,1
Tech,84.50487128674307,12.434589603287373,17.72187215000007,10.87499494448631,3,1,1,4,0
Finance,1.2229179023558912,1.4249215286193684,6.284406863388739,7.731081973173167,1,2,5,3,0
Healthcare,87.66109705478881,14.037359539238501,17.868895139999193,10.904231441165301,1,5,1,3,0
Logistics,61.01430450755289,10.67166385807057,17.678666360719326,14.460966680568566,1,5,3,4,1
Retail,4.4900277220172535,4.602651239303659,9.441086597726693,8.798392263345617,3,4,5,1,0
Finance,94.27452535006329,12.655313255266016,16.86161192411268,6.549080756814544,3,5,5,3,1
Retail,10.659061457982922,1.48356405607134,6.906110135269964,17.88347796443985,1,4,3,5,0
Finance,33.967633854566884,8.277706058955475,11.69682131956565,12.147652481970654,1,5,1,1,0
Retail,15.32323202346112,6.298472383769315,7.6331525433244,5.99839269757258,1,1,2,4,0
Logistics,56.679984380471105,7.73614465111166,12.770281649380136,21.65318605121054,2,3,2,5,0
Tech,28.468568579944453,6.509432865497477,9.640085524571251,16.253879766089707,3,2,5,2,0
Tech,91.07742441373549,12.175164876919824,16.914531065608767,15.092922729802607,3,1,5,4,1
Logistics,46.46460011407888,9.526924875624562,12.704756941067465,15.149059163990271,5,4,3,4,1
Finance,47.92423750393306,9.458906789210623,11.565623157390212,11.51120926619853,3,2,2,4,0
Retail,15.745295718984664,6.494395053403446,8.382425898596457,13.732455449047167,3,4,5,1,1
Healthcare,8.087643979347837,5.519314531485117,10.79182753331663,8.605174228926005,4,4,4,3,1
Finance,20.226087768401293,6.688966568670675,10.500984765105166,8.025390561954334,3,5,3,4,1
Logistics,21.71898708258986,4.481059270024367,9.269699001376667,7.311611527142637,3,3,5,3,1
Logistics,46.413118779765604,9.556181757300113,11.041059968094187,6.742595281439752,3,5,2,2,0
Finance,1.2936892275355993,-0.08306619409280414,4.532196406451532,7.450299736343511,3,3,4,4,1
Tech,67.20250221198985,8.135064797972381,14.576242023098072,13.176207207097832,1,2,3,3,0
